Material: Volume;Material: Name
24.10 m³;Concrete
12.12 m³;Concrete
12.24 m³;Concrete
0.31 m³;Wood
11.29 m³;Concrete
29.11 m³;Concrete
0.31 m³;Wood
0.31 m³;Wood
0.05 m³;Steel
0.05 m³;Steel
20.00 m³;Wood
0.05 m³;Steel
