Material: Volume;Material: Name
0,14 m³;WAL_Insitu-Foundation 600
3,78 m³;WAL_Insitu-Foundation 400
0,57 m³;WAL_Insitu-Foundation 600
0,11 m³;WAL_Insitu-Foundation 450
0,25 m³;WAL_Insitu-Foundation 450
0,25 m³;WAL_Insitu-Foundation 450
1,76 m³;WAL_Insitu-Foundation 250
2,45 m³;WAL_Insitu-Foundation 400
1,89 m³;WAL_Insitu-Foundation 400
1,63 m³;WAL_Insitu-Foundation 300
2,55 m³;WAL_Insitu-Foundation 600
0,08 m³;WAL_Insitu-Foundation 750
0,04 m³;WAL_Insitu-Foundation 750
17,66 m³;WAL_Insitu-Foundation-1800
1,67 m³;WAL_Insitu-Foundation 650
0,08 m³;WAL_Insitu-Foundation 680
0,21 m³;WAL_Insitu-Foundation 400
0,09 m³;WAL_Insitu-Foundation 800
0,09 m³;WAL_Insitu-Foundation 400
0,09 m³;WAL_Insitu-Foundation 800
0,08 m³;WAL_Insitu-Foundation 750
0,15 m³;WAL_Insitu-Foundation 400
0,08 m³;WAL_Insitu-Foundation 750
2,80 m³;WAL_Insitu-Foundation 250
1,38 m³;WAL_Insitu-Foundation-700
2,11 m³;WAL_Insitu-Foundation-700
0,07 m³;WAL_Insitu-Foundation 865
1,05 m³;WAL_Insitu-Foundation-1500
6,00 m³;WAL_Precast-Exterior-250_RDK
1,76 m³;WAL_Precast-Exterior-250_RDK
1,54 m³;WAL_Precast-Exterior-250_RDK
0,69 m³;WAL_Insitu-Foundation 750
0,13 m³;WAL_Insitu-Foundation 400
0,22 m³;WAL_Insitu-Foundation 400
0,59 m³;WAL_Insitu-Foundation 500
3,83 m³;WAL_Insitu-Foundation-1800
5,52 m³;WAL_Insitu-Foundation-1800
9,53 m³;WAL_Insitu-Foundation 865
4,11 m³;WAL_Insitu-Foundation 800
20,27 m³;WAL_Insitu-Foundation-1800
0,34 m³;WAL_Insitu-Foundation 800
0,42 m³;WAL_Insitu-Foundation 250
0,31 m³;WAL_Insitu-Exterior-200_RDK
2,95 m³;WAL_Insitu-Foundation 800
1,53 m³;WAL_Insitu-Foundation 800
0,24 m³;WAL_Insitu-Foundation 400
0,35 m³;WAL_Insitu-Exterior-200_RDK
1,12 m³;WAL_Insitu-Foundation 800
0,07 m³;WAL_Insitu-Foundation 400
0,34 m³;WAL_Insitu-Foundation 450
0,17 m³;WAL_Insitu-Foundation 500
29,38 m³;WAL_Insitu-Foundation-1800
5,18 m³;WAL_Insitu-Foundation-1800
8,39 m³;WAL_Insitu-Foundation-2800
23,07 m³;WAL_Insitu-Foundation-2800
6,23 m³;WAL_Insitu-Foundation-1800
4,72 m³;WAL_Insitu-Foundation-800_RDK
0,07 m³;WAL_Insitu-Foundation 400
2,62 m³;WAL_Insitu-Foundation 600
0,10 m³;WAL_Insitu-Foundation 400
1,14 m³;WAL_Insitu-Foundation-800_RDK
11,94 m³;WAL_Insitu-Foundation-1600
18,72 m³;WAL_Insitu-Foundation-1800
14,70 m³;WAL_Insitu-Foundation 865
2,27 m³;WAL_Insitu-Foundation-1800
12,67 m³;WAL_Insitu-Foundation-2200
8,42 m³;WAL_Insitu-Foundation 800
2,71 m³;WAL_Insitu-Foundation 800
2,22 m³;WAL_Insitu-Foundation 650
2,44 m³;WAL_Insitu-Foundation 800
10,49 m³;WAL_Insitu-Foundation-1800
37,51 m³;WAL_Insitu-Foundation-2800
19,38 m³;WAL_Insitu-Foundation-1800
1,44 m³;WAL_Insitu-Foundation-1800
1,74 m³;WAL_Insitu-Foundation 800
0,98 m³;WAL_Insitu-Foundation 800
1,56 m³;WAL_Insitu-Foundation-800_RDK
1,81 m³;WAL_Insitu-Foundation 800
2,02 m³;WAL_Insitu-Foundation 650
8,84 m³;WAL_Precast-Interior-200_RDK
0,40 m³;WAL_Precast-Interior-200_RDK
0,36 m³;WAL_Precast-Interior-200_RDK
7,29 m³;WAL_Precast-Interior-200_RDK
0,57 m³;WAL_Insitu-Foundation 500
0,57 m³;WAL_Insitu-Foundation 500
0,57 m³;WAL_Insitu-Foundation 500
0,58 m³;WAL_Insitu-Foundation 500
0,58 m³;WAL_Insitu-Foundation 500
0,57 m³;WAL_Insitu-Foundation 500
0,57 m³;WAL_Insitu-Foundation 500
0,57 m³;WAL_Insitu-Foundation 500
81,85 m³;WAL_Precast-Exterior-300_RDK
31,98 m³;WAL_Precast-Exterior-300_RDK
8,56 m³;WAL_Precast-Exterior-220_RDK
20,68 m³;WAL_Precast-Exterior-200_RDK
5,96 m³;WAL_Precast-Exterior-200_RDK
6,67 m³;WAL_Precast-Exterior-200_RDK
5,56 m³;WAL_Precast-Exterior-200_RDK
1,87 m³;WAL_Precast-Exterior-200_RDK
2,37 m³;WAL_Precast-Exterior-200_RDK
1,91 m³;WAL_Precast-Exterior-200_RDK
23,96 m³;WAL_Precast-Exterior-300_RDK
8,44 m³;WAL_Precast-Exterior-220_RDK
5,26 m³;WAL_Precast-Exterior-200_RDK
21,86 m³;WAL_Precast-Exterior-220_RDK
11,13 m³;WAL_Precast-Exterior-220_RDK
26,18 m³;WAL_Precast-Exterior-200_RDK
6,57 m³;WAL_Precast-Exterior-200_RDK
7,80 m³;WAL_Precast-Exterior-200_RDK
6,66 m³;WAL_Precast-Exterior-200_RDK
2,19 m³;WAL_Precast-Exterior-200_RDK
2,25 m³;WAL_Precast-Exterior-200_RDK
9,79 m³;WAL_Precast-Exterior-220_RDK
1,03 m³;WAL_Insitu-Foundation 250
0,49 m³;WAL_Insitu-Foundation 250
1,15 m³;WAL_Insitu-Foundation 250
0,25 m³;WAL_Insitu-Foundation 400
2,95 m³;WAL_Insitu-Foundation 650
1,69 m³;WAL_Insitu-Foundation 650
2,18 m³;WAL_Insitu-Foundation 650
1,68 m³;WAL_Insitu-Foundation 650
10,81 m³;WAL_Precast-Exterior-220_RDK
3,77 m³;WAL_Precast-Exterior-200_RDK
1,36 m³;WAL_Precast-Exterior-200_RDK
1,68 m³;WAL_Precast-Exterior-200_RDK
1,87 m³;WAL_Precast-Exterior-200_RDK
1,51 m³;WAL_Precast-Exterior-200_RDK
3,85 m³;WAL_Insitu-Foundation 350
1,23 m³;WAL_Insitu-Foundation 350
0,77 m³;WAL_Insitu-Foundation 270
1,80 m³;WAL_Insitu-Foundation 270
0,83 m³;WAL_Insitu-Foundation 270
3,63 m³;WAL_Insitu-Foundation 400
0,85 m³;WAL_Insitu-Foundation 400
2,47 m³;WAL_Insitu-Foundation 400
0,39 m³;WAL_Insitu-Foundation 200
0,26 m³;WAL_Insitu-Foundation 400
0,35 m³;WAL_Insitu-Foundation 400
0,43 m³;WAL_Insitu-Foundation 200
1,37 m³;WAL_Insitu-Foundation 350
11,40 m³;WAL_Insitu-Foundation 800
3,84 m³;WAL_Insitu-Foundation 800
11,45 m³;WAL_Insitu-Foundation 800
2,90 m³;WAL_Insitu-Foundation 800
1,01 m³;WAL_Insitu-Foundation 800
1,35 m³;WAL_Insitu-Foundation 800
15,08 m³;WAL_Insitu-Foundation 1800
8,47 m³;WAL_Insitu-Foundation 865
12,75 m³;WAL_Insitu-Foundation 865
11,13 m³;WAL_Insitu-Foundation 865
11,20 m³;WAL_Insitu-Foundation 1800
5,99 m³;WAL_Insitu-Foundation 865
22,01 m³;WAL_Insitu-Foundation 1800
0,59 m³;WAL_Insitu-Foundation 400
0,39 m³;WAL_Insitu-Foundation 200
0,68 m³;WAL_Insitu-Foundation 270
6,25 m³;WAL_Insitu-Foundation 800
1,14 m³;WAL_Insitu-Foundation 250
4,06 m³;WAL_Precast-Interior-200_RDK
3,54 m³;WAL_Precast-Interior-200_RDK
3,57 m³;WAL_Precast-Interior-200_RDK
3,54 m³;WAL_Precast-Interior-200_RDK
3,65 m³;WAL_Precast-Interior-200_RDK
3,38 m³;WAL_Insitu-Foundation 700
0,42 m³;WAL_Insitu-Foundation 400
0,06 m³;WAL_Insitu-Foundation 300
1,54 m³;WAL_Insitu-Foundation 300
4,58 m³;WAL_Precast-Interior-200_RDK
1,23 m³;WAL_Precast-Interior-200_RDK
3,31 m³;WAL_Precast-Exterior-250_RDK
3,90 m³;WAL_Precast-Exterior-250_RDK
5,25 m³;WAL_Precast-Exterior-250_RDK
6,75 m³;WAL_Precast-Exterior-250_RDK
6,09 m³;WAL_Precast-Exterior-250_RDK
4,19 m³;WAL_Precast-Interior-300_RDK
1,91 m³;WAL_Insitu-Exterior-300_RDK
23,04 m³;WAL_Precast-Interior-300_RDK
15,72 m³;WAL_Precast-Interior-300_RDK
15,72 m³;WAL_Precast-Interior-300_RDK
0,13 m³;WAL_Precast-Interior-200_RDK
3,63 m³;WAL_Precast-Interior-300_RDK
1,70 m³;WAL_Insitu-Exterior-300_RDK
3,55 m³;WAL_Precast-Interior-300_RDK
1,70 m³;WAL_Insitu-Exterior-300_RDK
3,67 m³;WAL_Precast-Interior-300_RDK
1,76 m³;WAL_Insitu-Exterior-300_RDK
3,52 m³;WAL_Precast-Interior-400_RDK
2,59 m³;WALL_Insitu-400
2,32 m³;WALL_Insitu-400
3,34 m³;WAL_Precast-Interior-400_RDK
3,33 m³;WAL_Precast-Interior-400_RDK
3,33 m³;WAL_Precast-Interior-400_RDK
3,31 m³;WAL_Precast-Interior-400_RDK
8,55 m³;WAL_Precast-Interior-400_RDK
8,54 m³;WAL_Precast-Interior-400_RDK
8,54 m³;WAL_Precast-Interior-400_RDK
8,54 m³;WAL_Precast-Interior-400_RDK
8,53 m³;WAL_Precast-Interior-400_RDK
8,61 m³;WAL_Precast-Interior-400_RDK
8,61 m³;WAL_Precast-Interior-400_RDK
8,61 m³;WAL_Precast-Interior-400_RDK
8,89 m³;WAL_Precast-Interior-400_RDK
8,61 m³;WAL_Precast-Interior-400_RDK
2,31 m³;WALL_Insitu-400
2,31 m³;WALL_Insitu-400
8,61 m³;WAL_Precast-Interior-400_RDK
4,04 m³;WAL_Precast-Interior-400_RDK
2,61 m³;WALL_Insitu-400
3,70 m³;WAL_Precast-Interior-400_RDK
3,71 m³;WAL_Precast-Interior-400_RDK
3,71 m³;WAL_Precast-Interior-400_RDK
8,76 m³;WAL_Precast-Interior-400_RDK
8,76 m³;WAL_Precast-Interior-400_RDK
8,75 m³;WAL_Precast-Interior-400_RDK
9,07 m³;WAL_Precast-Interior-400_RDK
2,33 m³;WALL_Insitu-400
2,33 m³;WALL_Insitu-400
2,33 m³;WALL_Insitu-400
3,80 m³;WAL_Precast-Interior-400_RDK
2,33 m³;WALL_Insitu-400
4,03 m³;WAL_Precast-Interior-400_RDK
2,61 m³;WALL_Insitu-400
3,80 m³;WAL_Precast-Interior-400_RDK
3,80 m³;WAL_Precast-Interior-400_RDK
9,45 m³;WAL_Precast-Interior-400_RDK
9,45 m³;WAL_Precast-Interior-400_RDK
9,45 m³;WAL_Precast-Interior-400_RDK
9,51 m³;WAL_Precast-Interior-400_RDK
9,51 m³;WAL_Precast-Interior-400_RDK
9,51 m³;WAL_Precast-Interior-400_RDK
9,51 m³;WAL_Precast-Interior-400_RDK
9,51 m³;WAL_Precast-Interior-400_RDK
9,86 m³;WAL_Precast-Interior-400_RDK
2,33 m³;WALL_Insitu-400
2,33 m³;WALL_Insitu-400
5,04 m³;WAL_Precast-Interior-400_RDK
2,59 m³;WALL_Insitu-400
4,66 m³;WAL_Precast-Interior-400_RDK
4,66 m³;WAL_Precast-Interior-400_RDK
4,66 m³;WAL_Precast-Interior-400_RDK
2,71 m³;WAL_Precast-Interior-400_RDK
9,26 m³;WAL_Precast-Interior-400_RDK
8,77 m³;WAL_Precast-Interior-400_RDK
2,31 m³;WALL_Insitu-400
2,31 m³;WALL_Insitu-400
2,31 m³;WALL_Insitu-400
6,06 m³;WAL_Precast-Exterior-200_RDK
2,59 m³;WALL_Insitu-400
3,57 m³;WAL_Precast-Interior-400_RDK
3,37 m³;WAL_Precast-Interior-400_RDK
3,37 m³;WAL_Precast-Interior-400_RDK
3,37 m³;WAL_Precast-Interior-400_RDK
3,39 m³;WAL_Precast-Interior-400_RDK
8,67 m³;WAL_Precast-Interior-400_RDK
2,31 m³;WALL_Insitu-400
2,31 m³;WALL_Insitu-400
2,31 m³;WALL_Insitu-400
2,41 m³;WAL_Precast-Interior-400_RDK
2,21 m³;WAL_Precast-Interior-400_RDK
2,21 m³;WAL_Precast-Interior-400_RDK
2,21 m³;WAL_Precast-Interior-400_RDK
2,21 m³;WAL_Precast-Interior-400_RDK
2,14 m³;WAL_Precast-Interior-400_RDK
;Corner Joint
;Corner Joint-02
;Corner Joint-R
0,04 m³;WAL_Precast-Interior-300_RDK
0,03 m³;WAL_Precast-Interior-300_RDK
1,31 m³;WAL_Precast-Exterior-95_RDK
1,99 m³;WAL_Precast-Exterior-95_RDK
1,52 m³;WAL_Precast-Exterior-95_RDK
1,21 m³;WAL_Precast-Exterior-95_RDK
1,84 m³;WAL_Precast-Exterior-95_RDK
1,42 m³;WAL_Precast-Exterior-95_RDK
1,20 m³;WAL_Precast-Exterior-95_RDK
1,84 m³;WAL_Precast-Exterior-95_RDK
1,42 m³;WAL_Precast-Exterior-95_RDK
1,20 m³;WAL_Precast-Exterior-95_RDK
1,84 m³;WAL_Precast-Exterior-95_RDK
1,42 m³;WAL_Precast-Exterior-95_RDK
1,20 m³;WAL_Precast-Exterior-95_RDK
1,84 m³;WAL_Precast-Exterior-95_RDK
1,42 m³;WAL_Precast-Exterior-95_RDK
1,13 m³;WAL_Precast-Exterior-95_RDK
1,73 m³;WAL_Precast-Exterior-95_RDK
1,35 m³;WAL_Precast-Exterior-95_RDK
1,13 m³;WAL_Precast-Exterior-95_RDK
1,73 m³;WAL_Precast-Exterior-95_RDK
1,35 m³;WAL_Precast-Exterior-95_RDK
1,15 m³;WAL_Precast-Exterior-95_RDK
1,78 m³;WAL_Precast-Exterior-95_RDK
1,35 m³;WAL_Precast-Exterior-95_RDK
0,52 m³;WAL_Precast-Exterior-95_RDK
1,73 m³;WAL_Precast-Exterior-95_RDK
1,14 m³;WAL_Precast-Exterior-95_RDK
0,52 m³;WAL_Precast-Exterior-95_RDK
1,73 m³;WAL_Precast-Exterior-95_RDK
1,14 m³;WAL_Precast-Exterior-95_RDK
0,52 m³;WAL_Precast-Exterior-95_RDK
1,73 m³;WAL_Precast-Exterior-95_RDK
1,14 m³;WAL_Precast-Exterior-95_RDK
0,52 m³;WAL_Precast-Exterior-95_RDK
1,73 m³;WAL_Precast-Exterior-95_RDK
1,14 m³;WAL_Precast-Exterior-95_RDK
0,52 m³;WAL_Precast-Exterior-95_RDK
1,73 m³;WAL_Precast-Exterior-95_RDK
1,14 m³;WAL_Precast-Exterior-95_RDK
0,52 m³;WAL_Precast-Exterior-95_RDK
1,73 m³;WAL_Precast-Exterior-95_RDK
1,14 m³;WAL_Precast-Exterior-95_RDK
0,52 m³;WAL_Precast-Exterior-95_RDK
1,73 m³;WAL_Precast-Exterior-95_RDK
1,14 m³;WAL_Precast-Exterior-95_RDK
0,50 m³;WAL_Precast-Exterior-95_RDK
1,67 m³;WAL_Precast-Exterior-95_RDK
1,11 m³;WAL_Precast-Exterior-95_RDK
6,09 m³;WAL_Precast-Exterior-250_RDK
4,79 m³;WAL_Precast-Exterior-250_RDK
6,49 m³;WAL_Precast-Exterior-200_RDK
7,34 m³;WAL_Precast-Exterior-250_RDK
4,13 m³;WAL_Precast-Exterior-250_RDK
4,51 m³;WAL_Precast-Exterior-250_RDK
4,13 m³;WAL_Precast-Exterior-250_RDK
6,49 m³;WAL_Precast-Exterior-200_RDK
4,79 m³;WAL_Precast-Exterior-250_RDK
4,54 m³;WAL_Precast-Exterior-250_RDK
4,16 m³;WAL_Precast-Exterior-250_RDK
4,95 m³;WAL_Precast-Exterior-250_RDK
6,84 m³;WAL_Precast-Exterior-200_RDK
2,32 m³;WAL_Precast-Interior-250_RDK
6,35 m³;WAL_Precast-Exterior-250_RDK
0,57 m³;WAL_Precast-Exterior-200_RDK
0,92 m³;WAL_Precast-Exterior-200_RDK
2,06 m³;WAL_Precast-Exterior-200_RDK
0,93 m³;WAL_Precast-Exterior-200_RDK
0,56 m³;WAL_Precast-Exterior-200_RDK
5,98 m³;WAL_Precast-Interior-200_RDK
13,06 m³;WAL_Precast-Exterior-250_RDK
0,15 m³;WAL_Precast-Exterior-50_RDK
0,15 m³;WAL_Precast-Exterior-50_RDK
0,15 m³;WAL_Precast-Exterior-50_RDK
0,03 m³;WAL_Precast-Exterior-50_RDK
0,07 m³;WAL_Precast-Exterior-50_RDK
0,07 m³;WAL_Precast-Exterior-50_RDK
0,07 m³;WAL_Precast-Exterior-50_RDK
0,09 m³;WAL_Precast-Exterior-50_RDK
0,07 m³;WAL_Precast-Exterior-50_RDK
0,07 m³;WAL_Precast-Exterior-50_RDK
0,07 m³;WAL_Precast-Exterior-50_RDK
0,07 m³;WAL_Precast-Exterior-50_RDK
0,10 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
0,10 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
0,13 m³;WAL_Precast-Exterior-50_RDK
0,06 m³;WAL_Precast-Exterior-50_RDK
0,10 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
0,03 m³;WAL_Precast-Exterior-50_RDK
0,03 m³;WAL_Precast-Exterior-50_RDK
0,03 m³;WAL_Precast-Exterior-50_RDK
0,03 m³;WAL_Precast-Exterior-50_RDK
0,03 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
0,05 m³;WAL_Precast-Exterior-50_RDK
7,77 m³;WAL_Precast-Interior-250_RDK
4,10 m³;WAL_Precast-Interior-250_RDK
2,29 m³;WAL_Precast-Exterior-250_RDK
3,75 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,55 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
4,08 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
3,04 m³;Precast sandwich_wall_Type1 450_RDK
9,09 m³;WAL_Precast-Exterior-120_RDK
1,59 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,59 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,59 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,59 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,46 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,59 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,59 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,83 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,83 m³;Precast sandwich_wall_Type 2 195/275_RDK
4,18 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,83 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,59 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,41 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,88 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,07 m³;Precast sandwich_wall_Type 2 195/275_RDK
4,01 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,59 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,73 m³;Precast sandwich_wall_Type 2 245/225_RDK
9,08 m³;WAL_Precast-Exterior-120_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,84 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,38 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,81 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,02 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,02 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,73 m³;Precast sandwich_wall_Type 2 245/225_RDK
8,64 m³;WAL_Precast-Exterior-120_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,84 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
0,77 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,81 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,41 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,41 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,73 m³;Precast sandwich_wall_Type 2 245/225_RDK
8,74 m³;WAL_Precast-Exterior-120_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,84 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,38 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,81 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,02 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,02 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,73 m³;Precast sandwich_wall_Type 2 245/225_RDK
9,33 m³;WAL_Precast-Exterior-120_RDK
1,39 m³;Precast sandwich_wall_Type 3 300/200_RDK
1,63 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,11 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,26 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,35 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,35 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,43 m³;Precast sandwich_wall_Type 3 300/200_RDK
8,75 m³;WAL_Precast-Exterior-120_RDK
1,39 m³;Precast sandwich_wall_Type 3 300/200_RDK
0,98 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,11 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,26 m³;Precast sandwich_wall_Type 3 300/200_RDK
1,70 m³;Precast sandwich_wall_Type 3 300/200_RDK
1,70 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,43 m³;Precast sandwich_wall_Type 3 300/200_RDK
9,02 m³;WAL_Precast-Exterior-120_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,84 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,38 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,81 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,02 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,02 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,73 m³;Precast sandwich_wall_Type 2 245/225_RDK
8,74 m³;WAL_Precast-Exterior-120_RDK
0,95 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,84 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,38 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,81 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,02 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,02 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,73 m³;Precast sandwich_wall_Type 2 245/225_RDK
8,16 m³;WAL_Precast-Exterior-120_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,84 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
0,77 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,81 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,94 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,41 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,41 m³;Precast sandwich_wall_Type 2 195/275_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,62 m³;Precast sandwich_wall_Type 2 245/225_RDK
1,61 m³;Precast sandwich_wall_Type 2 245/225_RDK
2,16 m³;Precast sandwich_wall_Type 2 195/275_RDK
2,73 m³;Precast sandwich_wall_Type 2 245/225_RDK
8,24 m³;WAL_Precast-Exterior-120_RDK
1,39 m³;Precast sandwich_wall_Type 3 300/200_RDK
1,63 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,11 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,26 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,35 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,35 m³;Precast sandwich_wall_Type 3 300/200_RDK
2,43 m³;Precast sandwich_wall_Type 3 300/200_RDK
1,73 m³;Precast sandwich_wall_Type 3 200/300_RDK 2
0,05 m³;WAL_Precast-Exterior-50_RDK
0,06 m³;WAL_Precast-Exterior-50_RDK
0,06 m³;WAL_Precast-Exterior-50_RDK
0,06 m³;WAL_Precast-Exterior-50_RDK
0,06 m³;WAL_Precast-Exterior-50_RDK
0,06 m³;WAL_Precast-Exterior-50_RDK
